,Epsilons,A_0,E/M
0.74,-0.3415296636549266,-0.3074571833221495,0.8736340244476771
0.74005,-0.34201103263311033,-0.30804866111733237,0.8734473676499334
0.7401,-0.342522156725073,-0.30867579843667386,0.8732496759038867
0.74016,-0.34318276919237506,-0.3094849992748783,0.8729949207772858
0.74021,-0.3437835557024486,-0.3102195692897346,0.8727639871167452
0.74026,-0.34444012789694056,-0.31102097392954453,0.8725123754615054
0.74031,-0.3451763336037849,-0.3119177639043181,0.872231254234891
0.74037,-0.3462138437369622,-0.31317842949955815,0.8718368282562327
0.74042,-0.3473042613835045,-0.3144994105481401,0.8714244893932128
0.74047,-0.34892006884768784,-0.3164494530728095,0.8708175783101764
