,Epsilons,A_0,E/M
0.7,-0.2781924948921511,-0.22223737501863292,0.9026326267877471
0.70225,-0.2797773809631724,-0.2246188443538998,0.901763167109306
0.70449,-0.28141749787054726,-0.2270694176075722,0.9008720934625891
0.70674,-0.28313259849753264,-0.22961739333634676,0.8999494336689269
0.70899,-0.2849220111773143,-0.2322600991546147,0.898996571647698
0.71124,-0.2867953151553267,-0.23500922520386314,0.8980098500244628
0.71348,-0.28875071902565086,-0.2378608079416333,0.8969910684947893
0.71573,-0.290817204514278,-0.24085447406272342,0.8959267011064979
0.71798,-0.2930030481744856,-0.24399818697468859,0.8948148357358414
0.72023,-0.29532146903427425,-0.24730846310424676,0.8936503091787223
0.72247,-0.297785706663501,-0.25079921229791863,0.8924293802534102
0.72472,-0.30044330431620825,-0.254532989160293,0.8911313642479788
0.72697,-0.3033206594248307,-0.258539885169887,0.8897474901089654
0.72922,-0.3064696001706457,-0.262883043301017,0.8882581190817809
0.73146,-0.30994684979155607,-0.2676292065186533,0.8866431386257342
0.73371,-0.31389508119159076,-0.27295638703339603,0.884846019989459
0.73596,-0.3184897314389789,-0.2790749617381211,0.8828021486250845
0.73821,-0.32410221436448056,-0.2864344162688733,0.8803722521669984
0.74045,-0.3316553717295449,-0.29614655940664,0.8772128900014292
0.7427,-0.35011030812778715,-0.3190061555295971,0.8699865370767462
